video_url,brazilian_state,corrected_transcription,text_origin,specific_contexts,punchlines,funny,humor,nonsense,wit,irony,satire,sarcasm,cynicism,joke_explanation
https://www.youtube.com/shorts/B650OqklGAM?feature=share,Ceará,"Tem mais alguém do Nordeste ou só tem eu? Alguém do Nordeste? (Plateia grita). Por que que nós grita? Nossa, quer ver? Nordeste, nós... (Plateia grita de novo). O resto do mundo não grita. Só nós, né? Você é de onde? Paraíba? É, cara, é Paraíba. Faz tempo que você mora aqui em São Paulo? Eu sei que você mora aqui. Ele veio da Paraíba só me ver.",Stand-up,,Por que que nós grita?; O resto do mundo não grita.; Ele veio da Paraíba só me ver.,Sim,Sim,Não,Não,Não,Não,Não,Não,"O humorista brinca ao afirmar que todo nordestino grita ao encontrar outros nordestinos, e que é fácil saber de ondes eles vêm por conta disso."
https://www.youtube.com/shorts/Mn1cgtVGDNA?feature=share,Pernambuco,"E o mais absurdo que eu vi, não pelo sabor, mas por ser fiel ao sabor que ele propõe, que é o Torcida sabor pimenta mexicana. Jaco, meu Deus! Menino, aquilo ali é um negócio que você come, a hemorróida grita na hora. O que você tá fazendo? Você tá louco? Você tá louco? É pimenta mexicana, é hemorróida, gritaria na verdade. Que estás haciendo, muchacho? Estás lueco? Estás lueco caralho? Estoy ficando inchada a cá.",Stand-up,Torcida é uma marca de salgadinho.,"Que estás haciendo, muchacho? Estás lueco? Estás lueco caralho? Estoy ficando inchada a cá.",Não,Sim,Sim,Sim,Não,Não,Não,Não,"O humorista brinca ao imitar uma hemorróida que ""grita"" em espanhol depois que ele come um salgadinho sabor pimenta mexicana."
https://www.youtube.com/shorts/CFqeMCesgpo?feature=share,Alagoas,"O baiano é foda, ele encontra um amigo e faz uma música E ele faz aê, aê, aê, aê, aê, ô, ô, ô, ô, ô, ô, pronto, uma música O baiano é foda O baiano é top E quando briga ele faz outra Ele fica pronto e fala, cara, caramba, cara, cara, ô E cara, caramba, cara, cara, ô",Stand-up,,"E ele faz aê, aê, aê, aê, aê, ô, ô, ô, ô, ô, ô, pronto, uma música; E quando briga ele faz outra Ele fica pronto e fala, cara, caramba, cara, cara, ô E cara, caramba, cara, cara, ô",Sim,Sim,Não,Sim,Não,Não,Não,Não,"O humorista brinca com a forma que os baianos se cumprimentam e brigam entre si, em que utilizam expressões que podem soar como uma música."
https://www.youtube.com/shorts/x9saST-StbY?feature=share,Maranhão,"E aí começou a luta, irmãos e irmãs, porque esse cara mandou eu fazer cardio seis horas da manhã, em jejum. Olha, de estômago vazio ninguém funciona. Mas eu fui, porque tu quando tá começando tua vida fitness, olha, tu é, tu é, tu compre o tênis novo. Tu bota e faz o bumerangue. Orgulho do nutri. Segundo dia tu fala, vou nem registrar hoje. Terceiro dia tu fala, que desgraça que eu tô fazendo da minha vida? Aí eu botei meu tênis aqui, primeiro dia eu fui correr. Comecei a correr aqui, olha. Ixi, é muito fácil. Do nada, irmãos e irmãs, eu comecei a olhar dois caminho. Eu falei, senhor, qual eu devo seguir? Aqui, olha. Fui, terminei. Cheguei e comi o meu mamão. Mesmo, não, por onde vai.",Podcast,Bumerangue é um efeito de câmera do Instagram que realiza loops no vídeo gravado.,"Mas eu fui, porque tu quando tá começando tua vida fitness, olha, tu é, tu é, tu compre o tênis novo. Tu bota e faz o bumerangue. Orgulho do nutri.; Do nada, irmãos e irmãs, eu comecei a olhar dois caminho. Eu falei, senhor, qual eu devo seguir?",Sim,Sim,Sim,Não,Não,Não,Não,Não,"O humorista brinca com o contraste entre a empolgação do início de uma vida de dieta e exercícios e o desânimo que há depois. Ainda conta uma situação absurda onde ele vê miragens enquanto corre e se questiona por qual dos ""caminhos"" ele deve seguir."
https://www.youtube.com/shorts/DcFUgylDCWo?feature=share,Alagoas,"Uma vez, o pior encontro da minha história, eu até falei no meu Instagram esses dias, fiz um vídeo. Eu no Tinder, eu nunca fui bom de Tinder, porque eu nunca gostava das minhas imagens. Uma vez eu botei uma foto minha, aí a mulher, nossa, achei que era o Luciano do Zezé do Camargo. Ah, vai tomar no cu. Aí, depois eu botei um, fiz naquela época no Instagram, com quem me pareço? A galera dizia que eu parecia com a traseira de um celta. Aí, meu Instagram vinculado com a conta, aí eu...",Podcast,Tinder é um aplicativo de relacionamento. ,"Uma vez eu botei uma foto minha, aí a mulher, nossa, achei que era o Luciano do Zezé do Camargo.; A galera dizia que eu parecia com a traseira de um celta.",Sim,Sim,Sim,Não,Não,Não,Não,Não,O humorista brinca com o fato de que já disseram que ele se parece com um cantor famoso e com a traseira de um carro. 
https://www.youtube.com/shorts/SVovHUL_Ogw?feature=share,Ceará,"Eu não tenho esse negócio comigo não. Ah, mas Tirulipa. Não pode porque eu tenho que guardar. Ei, adulto tudo bem, eu não digo nada não. Mas criança, menino, menino não guarda segredo de jeito nenhum. Menino, eu tenho um sobrinho, filho do meu irmão. Meu irmão foi passar um dia na casa de praia, aí tava lá meu irmão, a empregada e o menino, que não guarda segredo. A mulher do meu irmão tava viajando. Isso foi numa sexta-feira, sexta agora. A mulher viajou, ele aproveitou o final de semana, ficou sexta, sábado e domingo. Meu irmão, o menino que não guarda segredo e a empregada. Na segunda-feira, a mãe do menino chegou. Menino que não guarda segredo, menino chegou pra mãe dele e disse, mamãe, ontem o papai dormiu com eu. Que era no domingo, né? A empregada querendo consertar, disse, meu filho, não é com eu não, é comigo. Ele disse, não, com você foi sábado.",Stand-up,,"Ele disse, não, com você foi sábado.",Não,Sim,Não,Sim,Não,Não,Não,Não,"O humorista conta que, certa vez seu sobrinho, de maneira bastante sagaz, mas ainda genuína, revelou que o pai dele estava traindo a mãe com a empregada, essa que tentava o corrigir a pronúncia dele e acabou sendo punida de maneira inesperada por isso."
https://www.youtube.com/shorts/8SXyzZ0elF0?feature=share,Alagoas,"Vou vir almoçar aqui com o senhor. Aí eu, coisa boa. Aí tem uma moça que trabalha lá, era a Quitéria. Aí eu, ô Quitéria, o menino veio almoçar aqui. Pega uma galinha dessa, que ele tinha uma granja assim. Pega uma galinha dessa e vamos fazer uma galinhada. Aí a Quitéria, o senhor quer que eu mate, é? Ele: não, dê uma surra e solte. Véio grosso do caralho, meu irmão.",Podcast,,"Ele: não, dê uma surra e solte.",Não,Não,Não,Não,Sim,Não,Sim,Não,"O humorista conta uma história em que seu avô responde ironicamente à trabalhadora que perguntou, inocentemente, se precisava matar a galinha para fazer a galinhada. "
https://www.youtube.com/shorts/A849tfiWJ-c?feature=share,Alagoas,"Veja só o que o humorista Ed Gama fez com o cartão de crédito da avó dele. Uma vez eu comprei uma vaca no cartão da minha vó, naquele leilão de animal do TV Brasil. Perae, você comprou uma vaca? Comprei uma vaca no cartão de crédito. Canal do boi, pô. Canal do boi. E deu um problemaço depois na minha família. Meu pai advogado, teve que entrar com uma ação pra reverter porque foi uma criança que usou os dados do cartão de crédito. E tu não apanhou não, meu parceiro? Apanhei muuuuito. E apanhei de todas as pessoas da minha família. Da minha avó, do meu pai, da minha mãe, das minhas irmã, dos meus tios. Todo mundo que sabe um pouco da história me batia.",Podcast,Canal do Boi é uma emissora de televisão brasileira cuja grande parte de sua programação é destinada a leilões de animais. É um canal bastante conhecido por brasileiros que assistem TV aberta.,"Comprei uma vaca no cartão de crédito.; Todo mundo que sabe um pouco da minha história, me batia.",Sim,Sim,Sim,Não,Não,Não,Não,Não,"O humorista conta uma situação inusitada em que ele, ainda menor de idade, comprou uma vaca no cartão da avó. Ainda humoriza o fato de ter apanhado de outros membros da família."
https://www.youtube.com/shorts/-oWpMM7biwo?feature=share,Pernambuco,"Tinha um show que a gente fazia, que era num bar. E as mesas do bar ficavam na calçada. Só que eram muitas mesas. E pouca calçada. E aí, tem um momento que eles… Parte das mesas ficaram na calçada do outro lado da rua. Mentira! E passava carro na rua. E passava carro… Então assim, a gente seguia o show quando passava carro. Mas… But… Entretanto, quando passava ônibus… A gente tinha que parar o… Tinha que parar o sete no meio, esperar o ônibus passar. Aí a gente transformava em piada, brincava. Teve uma hora que engarrafou, o ônibus ficou parado. A gente ficou falando com as pessoas de dentro do ônibus. Gente, eu vou contar a piada pra vocês, vocês passam adiante. Pra galera que tá lá atrás. Pra onde vocês estão indo? Nossa, assim, foi uma das experiências mais desafiadoras da minha vida, inclusive.",Podcast,,"Teve uma hora que engarrafou, o ônibus ficou parado. A gente ficou falando com as pessoas de dentro do ônibus. Gente, eu vou contar a piada pra vocês, vocês passam adiante. Pra galera que tá lá atrás. ",Sim,Sim,Não,Sim,Não,Não,Não,Não,"O humorista conta uma situação inusitada em que um ônibus ficou engarrafado entre as duas calçadas do lugar onde realizava um de seus shows humorísticos. Depois ele brinca com o fato de ter contado a piada para quem estava dentro desse ônibus, pedindo pra que a repassassem para quem estava mais ao fundo."
https://www.youtube.com/shorts/udeUdaeAaDQ?feature=share,Bahia,"Chapada só renovando energia na cachoeira. Eu fico me perguntando, esse povo da chapada faz o que, gente, da vida? Esse povo não paga uma conta de energia, meu irmão? O tempo todo renovando energia em cachoeira. Ô, meu irmão, e sabe, ela é nesse pique aí, meu irmão. Aí, yoga de manhã, aquele prato de café da manhã conceito, com aquela cota é rosa, aquela coisa bonita, o pão organizado. Você em casa comendo pão com mortadela quando a coisa tá boa. Entendeu? Uma fotinha aqui, ó, fazendo yoga. E a legenda assim, ó, seja grato. Comecei a conversar com essa mulher, ela foi diretona comigo. Diretona. Ela mandou um oi, eu, oi. Ela, tudo bem, eu, tudo bem. Ela aí meteu assim na caixa dos peitos, e aí, curte F1? E eu fui fazer piada, respondi, pô, nega, depois que Senna morreu, parei de acompanhar. Mas o Lewis Hamilton vem fazendo um trabalho incrível aí, né não?",Stand-up,"Ayrton Senna foi um piloto de Fórmula 1, empresário e filantropo brasileiro. Lewis Hamilton é um automobilista britânico.","Esse povo não paga uma conta de energia, meu irmão?; E eu fui fazer piada, respondi, pô, nega, depois que Senna morreu, parei de acompanhar. Mas o Lewis Hamilton vem fazendo um trabalho incrível aí, né não?",Sim,Não,Não,Sim,Não,Não,Sim,Não,"O humorista critica, de maneira sutil, pessoas que demonstram positividade excessivamente. Ainda conta uma história sobre uma mulher, com esse tipo de personalidade, que perguntou se ele ""F1"" (fuma um). Ele então respondeu, de maneira sagaz, dando a entender que achava que ""F1"" significasse Fórmula 1, o esporte."
https://www.youtube.com/shorts/JgCI2C3txB0?feature=share,Alagoas,"Vou fazer uma cirurgia agora, no estômago. Vou fazer uma cirurgia no estômago, botar outro pra poder comer mais.",Programa humorístico,,"Vou fazer uma cirurgia no estômago, botar outro pra poder comer mais.",Sim,Não,Sim,Não,Não,Não,Não,Não,"O humorista dá a entender que vai fazer uma cirurgia por questões de saúde, mas então brinca dizendo que vai botar outro só pra poder comer mais. "
https://www.youtube.com/shorts/lBHNw1qKS-A?feature=share,Maranhão,"A gente emagrece na força do ódio, a com raiva, porque mamão não enche teu bucho. Ah, bota aveia, teu cu em aveia, eu tô com fome, eu queria comer um prato de chibé, uns tapiaca frita com piaba de pinheiro. Quer comer um bode, quer comer um bode vivo, mas tu não quer. Ah, mamão, mamão, teu cu. Aí eu como mamão, eu cago mais ainda. Aí eu como, ah, tem que comer mamão e beber água, aí eu vivo no banheiro, cagando e mijando. Pareço recém-nascido.",Stand-up,,"Ah, bota aveia, teu cu em aveia, eu tô com fome, eu queria comer um prato de chibé, uns tapiaca frita com piaba de pinheiro.; Aí eu como, ah, tem que comer mamão e beber água, aí eu vivo no banheiro, cagando e mijando. Pareço recém-nascido.",Não,Sim,Não,Não,Não,Não,Sim,Sim,"O humorista desdenha de quem fica insistindo para que ele coma coisas saudáveis mas que não saciam a fome. Ainda adiciona que quando come esse tipo de comida, passa a ir ao banheiro com bem mais frequência."
https://www.youtube.com/shorts/e--sOm52z98?feature=share,Pernambuco,"É tu que tá fazendo aniversário hoje? Tu tá fazendo 25, é? Idade miserável, né, meu amigo? É porque a gente cria expectativa quando faz 25 anos. A gente pensa, poxa, quando eu tiver 25 anos, eu vou ter um carro com certeza, né? Vou tá aí projetando, terminando minha faculdade. Aí o que acontece? O 25 anos chega. E seu carro não. Aí você fica se lamentando. Meu Deus, eu tenho um quarto de século. É um quarto de século que você tem. Sabe o que é pior? Daqui a 5 anos, tu vai ter 30 anos. E só isso. E eu falo do meu lugar de fala, viu? Oi, meu nome é Betina, eu tenho 22 anos e 1 milhão e 42 mil reais de patrimônio acumulado.",Podcast,"Bettina Rudolph virou meme em 2019, com um vídeo dizendo que conseguiu R$ 1 milhão em 3 anos. ","Aí o que acontece? O 25 anos chega. E seu carro não; Oi, meu nome é Betina, eu tenho 22 anos e 1 milhão e 42 mil reais de patrimônio acumulado.",Não,Sim,Não,Sim,Não,Não,Não,Não,"O humorista fala sobre ansiedades comuns de quem possui 25 anos de idade e como algumas delas não se cumprem. Ele utiliza um exemplo de quebra de expectativa da vida real para quebrar a expectativa durante seu texto e, a partir disso, parecer engraçado.  "
https://www.youtube.com/shorts/9gi3_IfvLV8?feature=share,Pernambuco,"Mano, o Jacaré é assim, é uma força da natureza. Porque o Jacaré tem 50 anos. 50 anos. E o cara dançava, pulava, ele dava aquela sarrada assim. Ele caía e eu ficava, mano, como é que pode? O meu joelho tá doendo de ver ele dançar. Como é que pode isso? E eu chapado na minha onda, eu impressionado com isso. E meu amigo aqui do lado chapado também olhando e... Será que quando o Bolsonaro falava que quem tomasse a vacina ia virar jacaré que às vezes a gente entendeu errado. Era um incentivo, porque imagina. A vacina previne o Covid e osteoporose. Porque o outro...",Stand-up,"Jacaré é um empresário, ator, ex-dançarino e ex-coreógrafo brasileiro. Ganhou notoriedade em 1995 como dançarino do grupo É o Tchan!. Bolsonaro é ex-presidente do Brasil.","Será que quando o Bolsonaro falava que quem tomasse a vacina ia virar jacaré que às vezes a gente entendeu errado. Era um incentivo, porque imagina. A vacina previne o Covid e osteoporose.",Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,"O humorista faz um jogo de palavras, de maneira sarcástica e com um leve tom de crítica, para indicar que talvez o ex-presidente Bolsonaro estivesse falando do Jacaré dançarino quando dizia que quem tomasse vacina do Covid iria virar um jacaré e, por isso, a vacina nos deixaria com os ossos tão fortes quanto os dele."
https://www.youtube.com/shorts/lDPYNlDtp9g?feature=share,Alagoas,"Eu não sei imitar ele, mas eu sei como funciona a linha de raciocínio do Cléber Machado. A última palavra sempre tem que ser a primeira da próxima frase. Então ele fala assim... Oi, pra você ligado na Globo, hoje tem Palmeiras e Corinthians. Corinthians que está mal no campeonato, campeonato brasileiro que hoje chega na sua trigésima rodada. Trigésima rodada que também tem São Paulo e Curitiba na belíssima cidade de Curitiba. Curitiba que acabou de subir aqui pra primeira divisão. Primeira divisão que termina no dia 24 de dezembro. Dia 24 de dezembro também é Natal. Natal que é a capital do Rio Grande do Norte. O Norte que é uma região brasileira.",Programa humorístico,Cléber Machado é um jornalista esportivo e locutor esportivo brasileiro.,"Oi, pra você ligado na Globo, hoje tem Palmeiras e Corinthians. Corinthians que está mal no campeonato, campeonato brasileiro que hoje chega na sua trigésima rodada.; Dia 24 de dezembro que também é Natal. Natal que é a capital do Rio Grande do Norte. O Norte que é uma região brasileira.",Sim,Não,Não,Sim,Não,Não,Não,Não,"O humorista imita a forma com que um jornalista narra os jogos de futebol, em que sempre utiliza a última palavra da frase anterior para começar a palavra atual. Num determinado momento, ele começa a citar frases desconectadas com o futebol, mas mantendo a forma de falar."
https://www.youtube.com/shorts/-L6hLyDM2q4?feature=share,Alagoas,"Seguinte, você intolerante a lactose, com 30 anos de idade, você acha que é certo ser intolerante às coisas? Faz uma terapia, cara. Seja mais tolerante. A gente cobra tolerância no mundo hoje pra você dizer, ah, eu sou intolerante à lactose. Seja tolerante! Mas é algo físico, Edinho. Então, pô. Mas é aqui, ó. Trabalho em mente.",Podcast,Intolerância à lactose é um problema digestivo.,"Você acha que é certo ser intolerante às coisas?; A gente cobra tolerância no mundo hoje pra você dizer, ah, eu sou intolerante à lactose.",Não,Sim,Sim,Sim,Sim,Não,Não,Não,"O humorista ironiza o fato de alguém possuir intolerância à lactose, tratando-a como se fosse um preconceito."
https://www.youtube.com/shorts/MePUKtsSsrQ?feature=share,Alagoas,"Vamos fazer o seguinte, a gente aqui é tudo brasileiro pra caralho, todos nós somos. Apesar de tudo que tá acontecendo de ruim no nosso país, nós amamos esse país pra caralho. Vamos todo mundo ficar em segredo. O pessoal do Banco Central vai todo mundo pra porta do Banco Central. O Banco Central imprime um milhão de reais pra cada brasileiro. Vai levar um tempo? Vai levar um tempo. Qualquer coisa transfere direto pra conta, a gente vai nem perceber. E aí a gente fica em segredo e não conta nada pros Estados Unidos, pra ninguém. O único problema de imprimir mais dinheiro e aumentar a inflação é porque todo mundo vai saber. Agora, se a gente fizer isso em segredo, se você acordar amanhã com um milhão de reais na sua conta, não fala nada pra ninguém não. É isso aí. Porque aí a gente pode, se o Paulo Guedes estiver assistindo isso e vocês prometerem pra gente, deixa aqui no comentário, eu, fulano de tal, prometo não contar a ninguém. E seu nome, a cidade onde está falando? Os números do seu cartão e os três dígitos de trás, com a data de validade. Isso, isso aí. E aí, por quê? Porque isso vai facilitar com que o país... Paulo Guedes, deposito na sua conta.",Podcast,"Paulo Guedes é um economista brasileiro. Foi ministro da Economia do Brasil no governo Jair Bolsonaro, de 2019 a 2023. ","O Banco Central imprime um milhão de reais pra cada brasileiro.;  Porque aí a gente pode, se o Paulo Guedes estiver assistindo isso e vocês prometerem pra gente, deixa aqui no comentário, eu, fulano de tal, prometo não contar a ninguém.",Sim,Sim,Sim,Não,Sim,Não,Não,Não,"O humorista ironiza o fato de que se cada brasileiro ganhar um milhão de reais, mas guardar isso em segredo, isso evitaria a inflação.  "
