video_url,brazilian_state,video_title,video_length_seconds,transcription,audio_path
https://www.youtube.com/shorts/JgCI2C3txB0?feature=share,Alagoas,O Ed Gama vai fazer uma cirurgia de estômago 😂😂😂 #shorts #inesperado #comédia,7.0," Vou fazer uma cirurgia agora, no estômago. Vou fazer uma cirurgia no estômago, bota outro pra poder comer mais.",/content/humor_experiments/data/audios/O Ed Gama vai fazer uma cirurgia de estômago 😂😂😂 #shorts #inesperado #comédia.mp3
https://www.youtube.com/shorts/JdyQ3MXvURI?feature=share,Alagoas,MULHER ATRAPALHANDO MEU SHOW!,59.0," A maconha não é legalizada no Brasil, mas existem tab... Essa vai ser a minha melhor vida, isso aí! Você é a favor da legalização da maconha? Não! Hum... Pela animação do pó, ela é! Sabe que o dinheiro do teu ingresso vai ser gasto com maconha, né? O seu também, hein, polícia? Continuando... A maconha não é legalizada no Brasil... Tu me empresta tua arma aí, rapidinho? A maconha não é legalizada no Brasil... Tu é o marido dela? É! Você precisa aprender violência doméstica, hein? A moça aqui não riu dessa... Pelo visto o marido dela já aprendeu...",/content/humor_experiments/data/audios/MULHER ATRAPALHANDO MEU SHOW!.mp3
https://www.youtube.com/shorts/7pvful1UHqE?feature=share,Alagoas,ANIMAL INTERIOR DA ARIANNA NUTT #shorts,55.0," Que bicho você seria se você não fosse gente? Ah, eu queria ser a minha cachorra. A sua cachorra? A minha cachorra. Mas por que especificamente ela? Me fala um pouquinho dela. Eu vou playboy a ela. Playboy a ela. Só toma banho com hidratação. Que não é ela que paga. Escova o dente pra ela. Eu tenho mó preguiça de escovar os dentes. Aí, escova o dente pra ela. Ela dorme numa cama aconchegante do lado da mãe dela o tempo inteiro. Ela só tem comida da boa. E agora, como ela tá ficando velhinha, não tá mais conseguindo comer ração e tá comendo comida feita, né? Aí você tem comida da mãe até o final da sua vida. Repare. É a vida de sonho, né? Eu me identifico como a minha cachorra. Então imita aí sua cachorra. Ela não late. Ela é assim. Ela é só isso. Foi a melhor imitação de animal que teve aqui. Ela só ri. Ela só ri e ainda é de lacinho aqui, ó. Ai, que fofa. Ela tem uma vida de playboya. Ela é uma playboya.",/content/humor_experiments/data/audios/ANIMAL INTERIOR DA ARIANNA NUTT #shorts.mp3
https://www.youtube.com/shorts/YmCSVAcrXsg?feature=share,Alagoas,ASSUNTOS POLÊMICOS COM A GRANDE ARIANNA NUTT #shorts,43.0," Eu sou publicitária, mas eu pedi demissão, porque eu acho que combina mais que o nordestino tá desempregado em São Paulo. Ariana, vamos falar de c... Vamos! O pessoal do Rio chama todo nordestino de Paraíba. Aqui é Baiana, aqui em São Paulo. E aqui, em Curitiba, como o nordestino é chamado? Aí o Uber olhou pra minha cara e falou, pelo nome? Eu falei, óbvio, é isso, né? Toda vez que eu vou fazer depilação a laser, que eu vou rápido, eu olho a cor do meu... Peraí, deixa eu ver essa tonalidade aqui. Aí agora eu tenho um pantone, né, do... Pra poder ver se tá escurecendo ou não. Aí meu namorado vai... Pô, ao invés de encontrar um pesco, ele encontra um brigadeiro.",/content/humor_experiments/data/audios/ASSUNTOS POLÊMICOS COM A GRANDE ARIANNA NUTT #shorts.mp3
https://www.youtube.com/shorts/GFU7Uer0Z8A?feature=share,Alagoas,a Ariana Nutt veio para Curitiba e não conhecia as girias.. m,33.0," O que? É o P.A.? Você tem dois? Uma menina e um? Gente, o... Menino! É P.A.? O nome aqui é P.A.? Então o menino é P.A.? Bom... Tá bom, pau amigo! Eu sei! Não dá pra entender não isso daqui! Se eu perguntar pra ela...",/content/humor_experiments/data/audios/a Ariana Nutt veio para Curitiba e não conhecia as girias.. m.mp3
https://www.youtube.com/shorts/yOuWoAedOik?feature=share,Alagoas,Ariana Nutt,40.0," É linda minha filha, ela é linda demais, eu levei ela no pediatra, eu falo pediatra minha gente, não é porque eu sou doida Mas é porque eu fico chateada quando eu levo ela numa veterinária, chamam ela de cachorra, acho que traumatiza a menina né Doutora Eloá é pediatra dela, aí eu levo ela lá e aí ela chegou pra mim e falou assim, olha mãe, ela me considera mãe também, por isso que eu vou nela Falei, olha mãe, tá idosa né, tá com o pelo muito opaco, tá com tártaro nos dentes, ela tá sedentária e tá com a tetinha caída Eu falei, mulher, a consulta é pra ela, não é pra mim não",/content/humor_experiments/data/audios/Ariana Nutt.mp3
https://www.youtube.com/shorts/k4puXZL1Mr4?feature=share,Alagoas,Arianna Nutt - Filhos na pandemia #Risorama #ariannanutt #standup #humor,38.0," Quem tem filho na pandemia foi horrível, não foi? Pra ter aula online, tu tem filho, mulher? Quantos anos tem teu filho? A minha filha tem seis anos, mulher. Nossa, que coisa difícil aula homeschooling, né? Eu todo dia acordava cedo de manhã, pegava a minha filha, botava na frente do computador. A professora falava, falava, falava e a minha filha ficava bem assim. Cara, ela não tava entendendo nada, eu não sabia o que fazer, ela não entendia nada. Eu não sei se é porque a professora era ruim ou se porque a minha filha é um achizo. Eu não sei. Eu não sei.",/content/humor_experiments/data/audios/Arianna Nutt - Filhos na pandemia #Risorama #ariannanutt #standup #humor.mp3
https://www.youtube.com/shorts/Fl0a12qpnRY?feature=share,Alagoas,Processo por piada | Primeiras vezes: Arianna Nutt #risorama #humorista #piadas,55.0," Eu começo a falar agora. Eu fui até processada uma vez por essa piada. Não aconteceu nada, porque a pessoa viu que era piada, né? O delegado, no caso. Eu sou publicitária, mas eu pedi demissão, porque eu acho que combina mais com o nordestino estar desempregado em São Paulo. E aí a pessoa me acusou de xenofobia, eu falei, gente, mas eu tô falando de mim. E aí, quando eu cheguei na delegacia, eu falei, bom dia. Aí o policial falou, aí leu o processo, olhou pra mim e falou, você é de onde? Eu falei, eu sou de Maceió. Aí ele falou, nossa, deixa eu ver quem vai isso daqui, nossa, que besteira. Meu primeiro show foi no Morro de Salto Alto, junto com a Cris Paiva, a Michelle Machado, a Marli Cevada. Era Beverly Hills e agora é Beverly Comedy. Há 10 anos fez em fevereiro. Então acho que foi 2017 ou 2018, eu não tô lembrada, mas foi bem antes da pandemia. Foi aqui em Curitiba, já fiz risorama em São Paulo, Chapecó, eu fiz bastante risorama já.",/content/humor_experiments/data/audios/Processo por piada | Primeiras vezes: Arianna Nutt #risorama #humorista #piadas.mp3
https://www.youtube.com/shorts/jxDomEMTms4?feature=share,Alagoas,Usar roupa preta emagrece? #Shorts,32.0," Eu só vim perceber mesmo que as pessoas estavam vendo que eu era gorda quando eu fiz o Comédia Centro do ano passado Sabe, aí uma mulher ligou pra mim e falou assim Olha, tô me vendo na televisão, queria lhe dar um patrocínio de roupa Eu digo, eita, tô famosa, né? Como é o nome da loja? A mulher falou, Rechonchuda Aí eu fiquei triste, mas aí meus amigos vieram pra mim, né? E falaram assim, não, Ariane, olha, preto emagrece Aí eu comecei a namorar um, mas... E aí",/content/humor_experiments/data/audios/Usar roupa preta emagrece? #Shorts.mp3
https://www.youtube.com/shorts/m4IYtedXvms?feature=share,Bahia,A TRANQUILIDADE DO CARIOCA! - Jhordan Matheus - Stand Up Comedy | Humor Negro | #Shorts,48.0," Estou lá sentado e só escuto um... Eu levantei e falei, pessoal, não estou querendo atrapalhar a praia de ninguém, não. Mas está tendo tiro, como a porra ninguém está vendo, não está dando tiro. Levantou uma moça, olhou para mim e falou, menino, fique calmo. Eu falei, como é que fica? A faixa de graça está aqui, aqui, ó. A moça olhou para mim e falou, ó, está ouvindo? Eu falei, estou. Ela falou, está longe. Eu falei, como é que é, senhora? É GPS de tiro, sabe a distância no ouvido. Tinha um parceiro escutando uma caixinha de som, o funkão empolgadão. E eu abaixado, sou cú, filha da puta. Meu irmão está tendo tiro com uma porra elefante, está tendo tiro com meu irmão, um saco de bolo. Ele não ajuda, é Rio de Janeiro. Estava vendo o tiro? Falei, estou. Ele dizia, ei. Vai embora.",/content/humor_experiments/data/audios/A TRANQUILIDADE DO CARIOCA! - Jhordan Matheus - Stand Up Comedy | Humor Negro | #Shorts.mp3
https://www.youtube.com/shorts/loqv-13nlqM?feature=share,Bahia,PRECONCEITO COM NORDESTINO - João Seu Pimenta #comedia #engraçado #shorts,46.0," O povo ficou aí nas eleições com preconceito com o Nordeste Só porque a gente tira a nota boa do Enem Fica falando, ah, fica me mandando um bocado de merda Ah, que me DH, não sei o que, tarará Eu não tenho muita pacienciazinha pra ficar respondendo as pessoas não Aí eu invento uns argumentos Dei pro cara assim, ah meu irmão, se preocupe não Que se DH aí com os novos índices do MP Em breve vai ficar tudo de boa Aí o cara, que índice MP da minha vida",/content/humor_experiments/data/audios/PRECONCEITO COM NORDESTINO - João Seu Pimenta #comedia #engraçado #shorts.mp3
https://www.youtube.com/shorts/5Hm3KqzZ3r8?feature=share,Bahia,Tenho raiva do convívio social,34.0," Aí depois o povo fica dizendo que eu sou agressivo, não gente, eu sou prático É umas coisas, é diferente, eu vou ser um velho insuportável E exatamente, eu não tô nem aí, eu vou ser mesmo, eu já sou oito Eu tenho umas paradas assim, eu tenho raiva de som de pessoa mastigando do meu lado Eu tenho raiva de sons, eu tenho raiva, eu não gosto de pessoas, pronto Desculpa",/content/humor_experiments/data/audios/Tenho raiva do convívio social.mp3
https://www.youtube.com/shorts/uEejB2pvBAw?feature=share,Bahia,O GATO É UM ANIMAL INDEPENDENTE,56.0," O gato ele não precisa de você Todo dia a Luisa Mel foi buscar um gato que tava em Cáceres Naquela casa abandonada Chegou lá Quem tava mantendo em Cáceres Foi o gato mantendo a verra Ela chegou lá, o gato com duas fadas Que é o que desgraça, que você tem aqui Vai pra casa rapaz Vai lá soltar os passarinhos Que o velho Davan pintou de verde e amarelo Pra caixer a porra do meu saco Tá ligado nessa casa abandonada Que a véia escravizou o pessoal Outro dia a Luisa Mel postou assim no Instagram Gente, uma pessoa que escravizou Merece perdão Qual é a dúvida Luisa Mel aí? Eu jurei que eu tinha passado história errada assim Tinha visto princesa Isabel oficial No arroba Aplausos Aplausos",/content/humor_experiments/data/audios/O GATO É UM ANIMAL INDEPENDENTE.mp3
https://www.youtube.com/shorts/4H1UKI5_9Eo?feature=share,Bahia,O nerd às vezes é só burro,39.0," E o nerd ainda é pior que as vezes anda fedendo Eu sou nerd mas assim, tem uns limítrofes que o nerd não precisa avançar não Tipo não se assear, andar fedendo Depois fica se perguntando, é porque eu não pego ninguém, se você fede? Você quer pegar quem? E é burrão Assiste Xiximê, não entende que é sobre racismo Assiste The Boss, não entende que é sobre fascismo Aí para assim de madrugada Oxente gente, como assim? Rede Joguinho Shopping Machine A burrice do caralho vai pegar quem?",/content/humor_experiments/data/audios/O nerd às vezes é só burro.mp3
https://www.youtube.com/shorts/7YSii7xDeUs?feature=share,Bahia,VOCÊ CONHECE UM VELHO MENTIROSO?,57.0," O nome dele é Ludogério, a gente conhece ele popularmente como Ludruja. Eu vou contar uma pequena mentira dele, uma grande mentira, a pequena mentira. Teve um dia que ele falou que o helicóptero do exército pousou no telhado da casa dele. E ele me chama de Joca, né? Ele falou, Joca, você precisava ver, Joca. O bichão assim no céu, ó, tac, tac, tac, tac, tac, tac, tac, tac, tac, tac. Desceu, pousou, o homem do exército desceu. E eu falando, é isso mesmo. Pousou em cima do seu telhado, o homem desceu em cima do seu telhado e ficou em pé lá. O telhado assim, hein? Ele foi, Joca. E pra que esse homem foi lá, ele? Joca, você precisava ver, Joca. Todo suado, desceu, me viu assim na janela e falou assim, o senhor me conseguiria um copo d'água? Eu não sei, eu não sei.",/content/humor_experiments/data/audios/VOCÊ CONHECE UM VELHO MENTIROSO?.mp3
https://www.youtube.com/shorts/5zetwKcgxFY?feature=share,Bahia,MACONHEIRA NA PLATEIA,60.0," Eu amo idoso, agora aquele idoso clássico, tá ligado? Aquele idoso raiz, né? Idoso de 24 anos, que já tá cheio de problema no ciático, peda no rim pra caralho, tomando tramal, reclamando de as crizinhas, cê ia dar de batendo e fumando maconha, ficando com gases pra caralho. Olha os maconheiros aí reagindo. Anda com a bolsinha de sal, que a pressão baixa logo. Pessoal fuma maconha, vixe, vou morrer, vou infartar, vou infartar, vou infartar, vou infartar. Vou infartar, vou infartar, bateu, bateu, bateu, bateu, bateu, bateu, bateu, bateu, bateu. Aí toma um sal, bebe um gole de Coca-Cola. Porra, fiquei suave. Por que que eu sei disso? Vi no documentário. Tá no YouTube, meu filho, aparece pra mim, eu vou assistir. Até fiquei assim, o que tem essa veia aqui? Trazo de chave apareceu lá. Que isso, uma planta, né? Entendi. Chega a perder o fio da meada aqui, que eu tava falando. Maconha é foda mesmo. Sim, idosos.",/content/humor_experiments/data/audios/MACONHEIRA NA PLATEIA.mp3
https://www.youtube.com/shorts/Gx3oVgegelg?feature=share,Bahia,FOFOCA,60.0," Assim, a fofoca por camadas, que é aquela fofoca que toda vez que uma pessoa nova fica sabendo dela, ela adiciona uma camada de mentira. Dona Mary, ela tem dois filhos, um filho de 8 anos e um filho de 23 anos que roda mototáxi. O filho de Dona Mary de 8 anos foi comprar geladinho amando de uma outra coroa da rua dela chamada Lourdes. Na volta, o menino tomou uma queda e ralou o joelho. Lourdes foi contar essa fofoca com outra amiga chamada Lúcia. O filho de Mary mandou ele comprar um geladinho, o menino tomou uma queda e ralou o joelho. Lúcia foi contar pra uma outra conhecida dela chamada Aparecida. Você não sabe o que aconteceu, minha filha, com o filho de Mary. Aí ela pergunta o qual aquele que anda de moto. Caiu de moto, minha filha, se fudeu todo. A véia, que ela acabou de contar a história, vai na casa de Mary. Ela bota a mão no ombro de Mary e fala, ô Mary, se preocupe não, viu? Que o Senhor Jesus vai dar a cura de seu filho. Jeová Rafa, o Deus da cura, vai trazer a cura de seu filho. Ele tá em coma, né? Aplausos",/content/humor_experiments/data/audios/FOFOCA.mp3
https://www.youtube.com/shorts/k2J4IBDY8gA?feature=share,Bahia,Stand Up Comedy - João Pimenta - Constrangimento -  #standupcomedy #humor #comedia #anos90,46.0," Eu não consigo interagir com as pessoas, você moça que tá rindo aqui com a tatuagem no braço, tudo bom? Opa, não morreu, viu porra? Engasgando aí, viu? Como é seu nome? Cíntia? Você faz o que da vida, Cíntia? Não pergunta o trabalho que a velha só tá desempregada, né velho? Aí constrange a pessoa, não quer pagar de novo, você faz o que da vida, Cíntia? Eu gosto de ferro. É isso? Tá vendo que eu não quero constranger as pessoas? Tá de férias, meu irmão. Ela tá aí naquela parte esperando entre empregos, ela tá...",/content/humor_experiments/data/audios/Stand Up Comedy - João Pimenta - Constrangimento -  #standupcomedy #humor #comedia #anos90.mp3
https://www.youtube.com/shorts/Tb3F37x7b7M?feature=share,Bahia,Sábado tem João Pimenta no Comedy!,34.0," 16h30, Gugu chegava assim na casa da pessoa, a casa sem nada, Gugu falava assim, bora brincar da brincadeira de procurar o objeto. A pessoa falava assim, não Gugu, não Gugu, não Gugu. Que objeto, Gugu? Gugu falava assim, preocupa-se que vai ser um objeto fácil, começava a gravar, Gugu fazia assim, primeiro objeto, procura aí um husky siberiano. Eu tenho uma relação de amor e ódio com Gugu assim, porque eu tenho uma raiva de Gugu, mas era doido que Gugu fosse na minha casa, me encher de brinquedo. Porque Gugu só fazia isso na casa da pessoa, a pessoa com fome, Gugu toma e coma plástico.",/content/humor_experiments/data/audios/Sábado tem João Pimenta no Comedy!.mp3
https://www.youtube.com/shorts/o-dOTnd1U4c?feature=share,Bahia,PRAGA DE MÃE PEGA! - Jõao Pimenta - Stand Up Comedy | Humor Negro | #Shorts,45.0," Já sentia um negócio em casa que a mãe tem dessas superstições de sentir as coisas? Igual quando você tá saindo na rua que você fala assim, mãe, vou sair. Ela fala assim, saia não, que eu senti um negócio. Saia nesse dia, desgraçado, pra você ver. A moça até se benzeu ali. Mas a praga de mãe pega, viu? Tem umas superstições que eu não consigo entender. Tipo assim, tá trovejando lá fora, a criança tá dentro de casa sem camisa de boa. A mãe fala assim, menino tá trovejando, vai vestir uma camisa que você não é batizado. Bom, então a pessoa fala os maiores absurdos já vistos na face da terra. Depois que ela termina de falar, ela faz assim, ó. Acabou o absurdo por causa disso?",/content/humor_experiments/data/audios/PRAGA DE MÃE PEGA! - Jõao Pimenta - Stand Up Comedy | Humor Negro | #Shorts.mp3
https://youtu.be/UURYO4MOZ78,Bahia,João Pimenta em CAMPINAS  25-11-2023(Interiorano Comedy Club),60.0," Mais alguém aqui que o filme marcou a vida? Cadê a pessoa, a moça ali atrás? Lá embaixo, alguém levantou a mão dela pra ela, mas eu não entendi muito bem se tá bêbado, o que aconteceu, o pessoal levantar a sua mão. Diga não patriarcado, vô moça, não deixa o cara levantar a sua mão não. Oi? Hi Barbie, diga aí o filme. Que filme foi? Labirinto do Saulo. É o quê? Labirinto do Saulo. É daquele do Cabeza de Cura, né? Robert Pattinson. Aí é Diabo, mas eu não gosto de filme de Diabo não. Não gosto de filme de Diabo não, irmão, porque depois você fica vendo um bicho sozinho em casa. Você vai assistir uma desgraça dessa, você fica duas, três semanas. Eu fui assistir aquela desgraça daquele filme Espírito, quando eu era criança. Agora toda vez que eu sinto a dor nas costas, eu acho que tem um satanás assim pendurado em meu ombro. Quer isso pra mim não, irmão. Já assistiu esse filme? Ô que filme diabólico. O cara só anda com a dor nas costas, com a dor no pescoço. E aí quando ele bate uma foto, tem uma desgraça de um diabo assim. Não, não, não.",/content/humor_experiments/data/audios/João Pimenta em CAMPINAS  25-11-2023(Interiorano Comedy Club).mp3
https://www.youtube.com/shorts/uilkIc8kIBU?feature=share,Bahia,JOÃO PIMENTA #shorts #humor #standupcomedy #comedia,59.0," E aí é foda que outro dia eu vi uma conhecida minha, né? Eu vou fazer que nem um linha direta, eu vou dar nomes. Heloísa. Ela postou no Instagram que tinha levado uma peixeira pra praia pra cortar fruta. Eu pensei, porra, eu saio sem nada na mochila, a polícia já me para? Imagine se eu tô com a faca dentro da mochila. Aí eu pensei, se a polícia aborda a Heloísa e o namorado com a faca na mochila e o namorado dela disser assim, ó, policial, meu nome é Gohan. Essa faca aqui, na verdade, é a espada Z. Eu estou num treinamento intenso com o Kaioshin do Norte e o Supremo Kaioshin porque Majin Buu é uma ameaça iminente. A polícia ainda vai olhar pra ele e dizer assim, ó, vá, Gohan. O mundo precisa de você. Aí Gohan sai andando, né, porque não é de verdade. Posso pressentir o perigo. E o Carlos Gohan vai.",/content/humor_experiments/data/audios/JOÃO PIMENTA #shorts #humor #standupcomedy #comedia.mp3
https://www.youtube.com/shorts/ctghhMCNV7w?feature=share,Bahia,A Seleção Não é Mais a Mesma - João Seu Pimenta #comedia #engraçado #shorts,48.0," O Brasil já não tá mais igual antigamente a seleção. Tá faltando um jogador psicopata no Brasil. Que procure uma briga do nada. É o que desgraça que você quer? Ranca um alombrado, meta na cabeça de um argentino. Morda a orelha de alguém, não faça tatuagem. O cara se defonta, tá ligado? O maluco que a galera... Que porra é essa? Esse maluco, o cara só chega lá e quebra tudo. Quebra todo mundo no pau. Não aceite a derrota, quebra tudo. Tá faltando isso na seleção brasileira. Viajar só com 15 jogadores. Porque o restante é só instrumento musical. Um tantã. Enricabapinho. Um surdo. Não tem mais. Acabou. A seleção acabou.",/content/humor_experiments/data/audios/A Seleção Não é Mais a Mesma - João Seu Pimenta #comedia #engraçado #shorts.mp3
https://www.youtube.com/shorts/X5l0A7uBn3A?feature=share,Bahia,João Pimenta SALVOU o amigo da CHUVA? - Stand Up Comedy | Humor Negro | #Shorts,39.0," Lá na rua mesmo tinha um menino que ele tinha mais coisa que eu. Branquinho ele, não por ser branco, mas ele tinha mais coisa que eu. Ao ouvir o nome dele. É uma coincidência, desculpa, mas é o nome dele. Ele tinha uma fita de videogame que ele não me emprestava de jeito nenhum. Eu era doido pra ter a fita. E aí um belo dia a gente tava brincando lá na rua. Começou a dar enchente lá, a gente brincando na rua. Teve uma hora que ele se embolou assim na ladeira. Começou a descer na correnteza, ficou entalado até a cintura num bueiro. Aí ele lá, socorro! E entrava água de barata, socorro, água de rato. E eu pensando assim, ajudo ou não ajudo? Decidi ajudar. Estendi a mão pra ele, ele estendeu a mão pra mim. Cena bonita mesmo. Na hora que ele foi pegar na minha mão, eu tirei e perguntei. Vai me emprestar a fita?",/content/humor_experiments/data/audios/João Pimenta SALVOU o amigo da CHUVA? - Stand Up Comedy | Humor Negro | #Shorts.mp3
